Forecast_ID,Fiscal_Year,VISN,Facility_Name,Contracting_Office,Category,Requirement_Title,Estimated_Value,Priority_Level,Status,Contract_Type,Anticipated_Set_Aside,Recompete,Incumbent_Contractor,Planned_Award_Quarter,Predicted_Days_to_Award,Predicted_Award_Amount,Predicted_Protest_Probability,Oversight_Probability,Composite_Risk_Score
FCST-000094,2026,14,VISN 14 Medical Center Main,Technology Acquisition Center (TAC),Construction,Construction Requirement - VISN 14 Medical Center Main FY2026,3438324.02,Medium,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Liberty Industries,FY Q3,112.0,3.455286e+06,0.101,0.855,51.1
FCST-000095,2028,15,VISN 15 Medical Center Main,SAO West,Facilities Management,Facilities Management Requirement - VISN 15 Medical Center Main FY2028,152249.11,High,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Patriot Inc.,FY Q4,96.0,160523.0,0.24,0.031,31.8
FCST-000096,2027,5,VISN 5 Medical Center South,Network Contracting Office (NCO) 8,Facilities Management,Facilities Management Requirement - VISN 5 Medical Center South FY2027,891584.28,Low,Draft Solicitation,Time and Materials,Full and Open (No Set-Aside),Yes,Meridian Systems,FY Q2,99.0,898793.0,0.32,0.348,44.5
FCST-000097,2026,15,VISN 15 Medical Center North,Network Contracting Office (NCO) 17,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 15 Medical Center North FY2026,317300.31,Medium,On Hold,Cost Plus Fixed Fee,HUBZone,No,,FY Q2,76.0,316687.0,0.198,0.001,23.8
FCST-000098,2028,4,VISN 4 Medical Center North,Network Contracting Office (NCO) 3,Professional Services,Professional Services Requirement - VISN 4 Medical Center North FY2028,137973.35,Critical,Planning,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Cornerstone Systems,FY Q4,98.0,153073.0,0.37,0.037,36.3
FCST-000099,2027,15,VISN 15 Medical Center Main,Network Contracting Office (NCO) 12,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 15 Medical Center Main FY2027,1956090.24,High,Draft Solicitation,Firm Fixed Price,SDVOSB,No,,FY Q3,84.0,1.796271e+06,0.187,0.024,36.0
FCST-000100,2027,5,VISN 5 Medical Center South,Network Contracting Office (NCO) 1,Construction,Construction Requirement - VISN 5 Medical Center South FY2027,2411290.78,Low,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Anchor Enterprises,FY Q2,108.0,2.240465e+06,0.149,0.773,48.7
FCST-000101,2026,4,VISN 4 Medical Center North,Network Contracting Office (NCO) 3,Professional Services,Professional Services Requirement - VISN 4 Medical Center North FY2026,146578.44,Medium,Draft Solicitation,Firm Fixed Price,SDVOSB,No,,FY Q2,76.0,145860.0,0.334,0.001,24.1
FCST-000102,2027,4,VISN 4 Medical Center North,Network Contracting Office (NCO) 3,Transportation,Transportation Requirement - VISN 4 Medical Center North FY2027,148965.17,Medium,Draft Solicitation,Firm Fixed Price,8(a),No,,FY Q4,77.0,140933.0,0.253,0.0,22.0
FCST-000103,2026,16,VISN 16 Medical Center South,SAO West,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 16 Medical Center South FY2026,79923.93,Low,Solicitation Released,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Unity Industries,FY Q2,99.0,80628.0,0.462,0.014,36.3
FCST-000104,2028,18,VISN 18 Medical Center Main,Network Contracting Office (NCO) 5,Professional Services,Professional Services Requirement - VISN 18 Medical Center Main FY2028,366807.81,Medium,Planning,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Summit Technologies,FY Q1,97.0,399521.0,0.323,0.149,39.5
FCST-000105,2026,9,VISN 9 Medical Center South,Network Contracting Office (NCO) 2,Medical Equipment,Medical Equipment Requirement - VISN 9 Medical Center South FY2026,428737.86,Medium,On Hold,IDIQ,SDVOSB,No,,FY Q1,76.0,433768.0,0.307,0.002,28.4
FCST-000106,2027,9,VISN 9 Medical Center North,Network Contracting Office (NCO) 16,Pharmaceuticals,Pharmaceuticals Requirement - VISN 9 Medical Center North FY2027,697622.74,High,Planning,Firm Fixed Price,Small Business,No,,FY Q1,78.0,687847.0,0.234,0.004,29.7
FCST-000108,2027,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 12,Pharmaceuticals,Pharmaceuticals Requirement - VISN 8 Medical Center North FY2027,3469754.98,Low,Market Research,IDIQ,Full and Open (No Set-Aside),Yes,Anchor LLC,FY Q1,116.0,3.339726e+06,0.065,0.773,52.0
FCST-000109,2027,3,VISN 3 Medical Center Main,Strategic Acquisition Center (SAC) - Austin,IT Services,IT Services Requirement - VISN 3 Medical Center Main FY2027,451495.69,Medium,Market Research,Labor Hour,VOSB,Yes,Vanguard Associates,FY Q3,78.0,479484.0,0.205,0.005,27.0
FCST-000111,2027,4,VISN 4 Medical Center North,Network Contracting Office (NCO) 6,Construction,Construction Requirement - VISN 4 Medical Center North FY2027,6288229.89,Medium,Market Research,Firm Fixed Price,WOSB,No,,FY Q3,107.0,5.47953e+06,0.06,0.157,50.1
FCST-000113,2027,5,VISN 5 Medical Center North,Network Contracting Office (NCO) 13,Pharmaceuticals,Pharmaceuticals Requirement - VISN 5 Medical Center North FY2027,922506.12,Medium,Planning,Cost Plus Fixed Fee,Full and Open (No Set-Aside),No,,FY Q4,100.0,872899.0,0.112,0.266,38.8
FCST-000114,2026,16,VISN 16 Medical Center South,Strategic Acquisition Center (SAC) - Frederick,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 16 Medical Center South FY2026,262876.52,Low,On Hold,Firm Fixed Price,VOSB,No,,FY Q1,76.0,264428.0,0.35,0.001,27.3
FCST-000115,2027,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 9,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 11 Medical Center Main FY2027,250216.31,Medium,Draft Solicitation,Time and Materials,SDVOSB,No,,FY Q2,77.0,244295.0,0.408,0.001,29.0
FCST-000116,2027,6,VISN 6 Medical Center South,Strategic Acquisition Center (SAC) - Austin,Facilities Management,Facilities Management Requirement - VISN 6 Medical Center South FY2027,734336.56,Medium,Draft Solicitation,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Vertex Consulting,FY Q1,98.0,735199.0,0.184,0.266,38.9
FCST-000117,2028,5,VISN 5 Medical Center South,Network Contracting Office (NCO) 10,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 5 Medical Center South FY2028,3937684.61,Low,Draft Solicitation,Firm Fixed Price,HUBZone,Yes,Summit Federal Services,FY Q3,93.0,3.50912e+06,0.086,0.068,41.3
FCST-000118,2027,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 5,Professional Services,Professional Services Requirement - VISN 7 Medical Center North FY2027,52483.7,Low,On Hold,IDIQ,SDVOSB,Yes,Sterling Consulting,FY Q3,81.0,52475.0,0.083,0.0,13.7
FCST-000119,2026,14,VISN 14 Medical Center North,Strategic Acquisition Center (SAC) - Frederick,Construction,Construction Requirement - VISN 14 Medical Center North FY2026,2117233.61,Medium,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q4,110.0,2.16021e+06,0.149,0.736,49.5
FCST-000120,2028,1,VISN 1 Medical Center North,Network Contracting Office (NCO) 2,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 1 Medical Center North FY2028,1784458.17,Medium,Planning,Firm Fixed Price,SDVOSB,Yes,Sterling Partners,FY Q3,84.0,1.750734e+06,0.282,0.021,39.0
FCST-000121,2026,18,VISN 18 Medical Center Main,Network Contracting Office (NCO) 12,Facilities Management,Facilities Management Requirement - VISN 18 Medical Center Main FY2026,1221217.84,Low,Market Research,Firm Fixed Price,Small Business,No,,FY Q3,79.0,1.183935e+06,0.31,0.01,35.3
FCST-000122,2027,18,VISN 18 Medical Center Main,Network Contracting Office (NCO) 7,Medical Equipment,Medical Equipment Requirement - VISN 18 Medical Center Main FY2027,517854.01,High,Market Research,Blanket Purchase Agreement (BPA),SDVOSB,Yes,Beacon Systems,FY Q1,76.0,517299.0,0.23,0.004,27.3
FCST-000123,2028,9,VISN 9 Medical Center West,Denver Acquisition and Logistics Center (DALC),Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 9 Medical Center West FY2028,550191.89,Medium,Planning,Blanket Purchase Agreement (BPA),SDVOSB,Yes,Apex Industries,FY Q3,77.0,559214.0,0.236,0.004,28.4
FCST-000124,2027,4,VISN 4 Medical Center Main,Strategic Acquisition Center (SAC) - Austin,Pharmaceuticals,Pharmaceuticals Requirement - VISN 4 Medical Center Main FY2027,1575646.21,Medium,Solicitation Released,Firm Fixed Price,Small Business,No,,FY Q1,80.0,1.554048e+06,0.447,0.014,41.2
FCST-000125,2028,14,VISN 14 Medical Center South,SAO East,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 14 Medical Center South FY2028,448361.15,Medium,Solicitation Released,Cost Plus Fixed Fee,Small Business,Yes,Liberty Partners,FY Q4,76.0,461580.0,0.35,0.002,30.4
FCST-000126,2027,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 18,Construction,Construction Requirement - VISN 5 Medical Center Main FY2027,1838322.28,Medium,Draft Solicitation,IDIQ,WOSB,No,,FY Q3,84.0,1.903381e+06,0.237,0.025,38.3
FCST-000127,2028,14,VISN 14 Medical Center North,Strategic Acquisition Center (SAC) - Austin,IT Services,IT Services Requirement - VISN 14 Medical Center North FY2028,1046768.52,Medium,Planning,Time and Materials,Small Business,Yes,Meridian Consulting,FY Q3,81.0,1.072627e+06,0.227,0.013,33.4
FCST-000128,2027,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 4,Professional Services,Professional Services Requirement - VISN 7 Medical Center North FY2027,183897.35,Medium,Market Research,Cost Plus Fixed Fee,Full and Open (No Set-Aside),No,,FY Q3,98.0,207598.0,0.308,0.042,36.0
FCST-000129,2027,6,VISN 6 Medical Center South,Network Contracting Office (NCO) 9,Facilities Management,Facilities Management Requirement - VISN 6 Medical Center South FY2027,179470.61,High,Planning,Time and Materials,SDVOSB,Yes,Anchor Inc.,FY Q3,75.0,183396.0,0.257,0.001,22.1
FCST-000130,2028,7,VISN 7 Medical Center North,SAO East,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 7 Medical Center North FY2028,368365.34,Low,Draft Solicitation,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),No,,FY Q1,98.0,383437.0,0.268,0.16,37.8
FCST-000131,2026,8,VISN 8 Medical Center Main,National Acquisition Center (NAC),Medical Equipment,Medical Equipment Requirement - VISN 8 Medical Center Main FY2026,208210.25,High,Market Research,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),No,,FY Q1,99.0,212125.0,0.201,0.078,33.5
FCST-000133,2028,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 9,Professional Services,Professional Services Requirement - VISN 8 Medical Center North FY2028,951126.45,Medium,Market Research,Cost Plus Fixed Fee,SDVOSB,No,,FY Q4,81.0,919671.0,0.388,0.007,37.3
FCST-000134,2028,12,VISN 12 Medical Center North,Network Contracting Office (NCO) 14,IT Services,IT Services Requirement - VISN 12 Medical Center North FY2028,53893.38,Low,Planning,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q2,100.0,51998.0,0.093,0.01,23.5
FCST-000135,2026,6,VISN 6 Medical Center South,Denver Acquisition and Logistics Center (DALC),Facilities Management,Facilities Management Requirement - VISN 6 Medical Center South FY2026,2210732.1,Medium,On Hold,Cost Plus Fixed Fee,8(a),Yes,Sterling Systems,FY Q2,81.0,2.138194e+06,0.153,0.018,34.6
FCST-000136,2027,16,VISN 16 Medical Center South,Network Contracting Office (NCO) 10,IT Services,IT Services Requirement - VISN 16 Medical Center South FY2027,3005038.94,Medium,Planning,Cost Plus Fixed Fee,WOSB,Yes,Anchor Industries,FY Q4,95.0,3.071036e+06,0.166,0.043,44.1
FCST-000137,2027,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 17,Pharmaceuticals,Pharmaceuticals Requirement - VISN 2 Medical Center Main FY2027,327240.16,Low,Solicitation Released,Firm Fixed Price,WOSB,Yes,Unity Enterprises,FY Q1,76.0,340522.0,0.105,0.001,21.1
FCST-000138,2027,14,VISN 14 Medical Center North,Network Contracting Office (NCO) 3,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 14 Medical Center North FY2027,207959.79,High,Planning,Firm Fixed Price,Small Business,Yes,Guardian Systems,FY Q4,78.0,211267.0,0.376,0.001,28.1
FCST-000139,2027,16,VISN 16 Medical Center South,Network Contracting Office (NCO) 7,IT Services,IT Services Requirement - VISN 16 Medical Center South FY2027,336766.82,Medium,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Summit Group,FY Q1,98.0,362536.0,0.22,0.144,36.6
FCST-000140,2028,18,VISN 18 Medical Center South,Technology Acquisition Center (TAC),Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 18 Medical Center South FY2028,601282.43,Medium,Draft Solicitation,Cost Plus Fixed Fee,Full and Open (No Set-Aside),No,,FY Q4,98.0,643668.0,0.336,0.19,42.6
FCST-000141,2026,9,VISN 9 Medical Center South,Network Contracting Office (NCO) 4,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 9 Medical Center South FY2026,124415.29,Critical,Planning,Cost Plus Fixed Fee,Full and Open (No Set-Aside),No,,FY Q2,98.0,133625.0,0.404,0.02,37.0
FCST-000142,2027,7,VISN 7 Medical Center Main,Network Contracting Office (NCO) 8,Professional Services,Professional Services Requirement - VISN 7 Medical Center Main FY2027,111593.41,High,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Guardian Associates,FY Q1,97.0,118062.0,0.319,0.027,33.0
FCST-000143,2026,14,VISN 14 Medical Center North,Strategic Acquisition Center (SAC) - Austin,Facilities Management,Facilities Management Requirement - VISN 14 Medical Center North FY2026,1280442.91,Low,Planning,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Cornerstone Enterprises,FY Q1,100.0,1.294287e+06,0.15,0.46,41.5
FCST-000144,2027,1,VISN 1 Medical Center North,Strategic Acquisition Center (SAC) - Frederick,Facilities Management,Facilities Management Requirement - VISN 1 Medical Center North FY2027,161437.25,Medium,Draft Solicitation,Time and Materials,8(a),Yes,Horizon LLC,FY Q2,75.0,158446.0,0.303,0.0,22.7
FCST-000145,2027,10,VISN 10 Medical Center North,Network Contracting Office (NCO) 18,Medical Equipment,Medical Equipment Requirement - VISN 10 Medical Center North FY2027,141299.04,Low,Planning,Firm Fixed Price,SDVOSB,No,,FY Q3,76.0,137684.0,0.337,0.0,23.6
FCST-000146,2028,17,VISN 17 Medical Center East,Network Contracting Office (NCO) 2,Facilities Management,Facilities Management Requirement - VISN 17 Medical Center East FY2028,200039.17,High,Market Research,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Yes,Liberty Industries,FY Q4,96.0,198365.0,0.225,0.034,32.7
FCST-000147,2028,13,VISN 13 Medical Center North,SAO West,Medical Equipment,Medical Equipment Requirement - VISN 13 Medical Center North FY2028,131377.72,Low,Market Research,Blanket Purchase Agreement (BPA),Small Business,No,,FY Q2,76.0,134611.0,0.182,0.001,19.0
FCST-000148,2027,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 7,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 5 Medical Center Main FY2027,704247.52,Low,Planning,Firm Fixed Price,8(a),No,,FY Q2,78.0,684867.0,0.364,0.005,33.7
FCST-000149,2026,10,VISN 10 Medical Center North,Network Contracting Office (NCO) 10,Pharmaceuticals,Pharmaceuticals Requirement - VISN 10 Medical Center North FY2026,925065.8,Medium,Planning,Time and Materials,Full and Open (No Set-Aside),Yes,Legacy Industries,FY Q4,101.0,898326.0,0.147,0.353,40.0
FCST-000150,2027,8,VISN 8 Medical Center Main,Network Contracting Office (NCO) 9,Transportation,Transportation Requirement - VISN 8 Medical Center Main FY2027,212161.45,Medium,Draft Solicitation,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Yes,Beacon Technologies,FY Q3,100.0,211295.0,0.18,0.034,33.2
FCST-000151,2027,9,VISN 9 Medical Center East,Network Contracting Office (NCO) 15,IT Services,IT Services Requirement - VISN 9 Medical Center East FY2027,198976.94,Medium,Draft Solicitation,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q2,99.0,198426.0,0.292,0.069,35.7
FCST-000152,2027,3,VISN 3 Medical Center Main,National Acquisition Center (NAC),Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 3 Medical Center Main FY2027,417936.4,Medium,Draft Solicitation,Cost Plus Fixed Fee,WOSB,No,,FY Q1,75.0,436180.0,0.128,0.002,22.9
FCST-000153,2027,16,VISN 16 Medical Center South,Network Contracting Office (NCO) 16,Medical Equipment,Medical Equipment Requirement - VISN 16 Medical Center South FY2027,162234.28,Low,Solicitation Released,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Yes,Pinnacle Enterprises,FY Q1,97.0,172569.0,0.366,0.032,36.6
FCST-000155,2027,17,VISN 17 Medical Center Main,Network Contracting Office (NCO) 3,IT Services,IT Services Requirement - VISN 17 Medical Center Main FY2027,787843.46,High,Draft Solicitation,Firm Fixed Price,SDVOSB,No,,FY Q1,81.0,810900.0,0.068,0.008,27.1
FCST-000156,2026,14,VISN 14 Medical Center Main,Network Contracting Office (NCO) 8,Pharmaceuticals,Pharmaceuticals Requirement - VISN 14 Medical Center Main FY2026,709073.17,High,Draft Solicitation,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Vanguard LLC,FY Q3,98.0,740135.0,0.246,0.249,40.7
FCST-000157,2027,7,VISN 7 Medical Center Main,Network Contracting Office (NCO) 7,Pharmaceuticals,Pharmaceuticals Requirement - VISN 7 Medical Center Main FY2027,423130.3,High,Planning,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Vertex Technologies,FY Q1,98.0,439766.0,0.272,0.13,38.6
FCST-000158,2028,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 17,Medical Equipment,Medical Equipment Requirement - VISN 11 Medical Center Main FY2028,237493.83,Medium,On Hold,Firm Fixed Price,Small Business,Yes,Vanguard Industries,FY Q4,75.0,238327.0,0.344,0.001,26.3
FCST-000159,2026,5,VISN 5 Medical Center North,Network Contracting Office (NCO) 8,Food Service,Food Service Requirement - VISN 5 Medical Center North FY2026,441032.73,Medium,Solicitation Released,Cost Plus Fixed Fee,SDVOSB,No,,FY Q2,77.0,470237.0,0.196,0.004,26.0
FCST-000160,2028,15,VISN 15 Medical Center North,SAO East,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 15 Medical Center North FY2028,479148.41,Medium,Solicitation Released,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Vanguard Solutions,FY Q3,97.0,506148.0,0.392,0.185,42.7
FCST-000161,2026,17,VISN 17 Medical Center East,Network Contracting Office (NCO) 18,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 17 Medical Center East FY2026,160054.89,Medium,Market Research,Firm Fixed Price,VOSB,Yes,Vanguard Associates,FY Q1,77.0,149012.0,0.353,0.001,24.8
FCST-000162,2027,18,VISN 18 Medical Center Main,Strategic Acquisition Center (SAC) - Frederick,Pharmaceuticals,Pharmaceuticals Requirement - VISN 18 Medical Center Main FY2027,408913.42,Medium,Market Research,IDIQ,SDVOSB,Yes,Pinnacle Systems,FY Q2,76.0,413077.0,0.261,0.002,27.2
